replica,cpu,heap,previous_tps,instant_tps,cpu_usage,memory_usage,reward,sum_reward,response_time,num_request,num_failures,expected_tps,timestamp
2,6,4,0,24,0.1265,0.851,0.9210833333333334,0.9210833333333334,19.87,24.13,0,24,1709126829.3927953
2,9,6,24,32,0.181,0.7555000000000001,0.9201111111111111,1.8411944444444446,20.44,32.13,0,32,1709127444.5977952
3,9,6,32,40,0.124,0.731,0.9137777777777778,2.7549722222222224,17.07,40.2,0,40,1709128059.8106234
2,9,8,40,48,0.20950000000000002,0.7235,0.9137152777777778,3.6686875000000003,19.37,48.07,0,48,1709128675.0396812
3,5,5,48,56,0.18533333333333335,0.7283333333333334,0.9370666666666667,4.605754166666667,19.77,56.6,0,56,1709129290.24946
3,7,6,56,64,0.18133333333333335,0.7210000000000001,0.9259047619047619,5.531658928571429,18.02,64.33,0,64,1709129930.2123113
3,6,8,64,72,0.2046666666666667,0.7883333333333334,0.9326527777777778,6.464311706349207,20.57,72.27,0,72,1709130545.477241
3,4,8,72,68,0.26366666666666666,0.9046666666666666,0.9659166666666666,7.430228373015874,130.82,68.27,0,80,1709131160.7264097
1,9,7,68,88,0.596,0.743,0.9662222222222222,8.396450595238097,17.96,88.13,0,88,1709131870.7847629
3,8,5,88,96,0.2683333333333333,0.6956666666666668,0.9335416666666667,9.329992261904763,19.61,96.67,0,96,1709132485.9955986
2,8,8,96,107,0.4165,0.745,0.9451875,10.275179761904763,21.6,107.0,0,104,1709133101.253502
1,9,6,107,112,0.756,0.779,0.984,11.259179761904763,24.39,112.8,0,112,1709133716.5930467
1,6,4,112,79,0.599,0.755,0.9998333333333334,12.259013095238096,189.18,79.07,0,120,1709134331.8553295
2,4,9,79,48,0.355,0.9359999999999999,0.98875,13.247763095238096,326.22,48.33,0,128,1709134947.1122832
2,4,9,48,91,0.344,0.979,0.986,14.233763095238096,190.45,91.07,0,136,1709135584.9195933
1,8,5,91,137,0.798,0.815,0.99975,15.233513095238097,124.13,137.8,0,144,1709136200.2027671
3,9,4,137,152,0.363,0.739,0.9403333333333334,16.17384642857143,17.56,152.4,0,152,1709136815.4973314
3,7,6,152,160,0.399,0.7606666666666667,0.9570000000000001,17.13084642857143,22.99,160.87,0,160,1709137430.7840776
3,5,7,160,92,0.32366666666666666,0.7173333333333334,0.9647333333333333,18.095579761904766,218.84,92.2,0,168,1709138046.087803
1,9,7,92,136,0.892,0.854,0.9991111111111111,19.094690873015878,161.12,136.0,0,176,1709138661.3175206
1,6,5,136,92,0.597,0.778,0.9995,20.09419087301588,253.95,92.27,0,184,1709139276.5533345
1,4,8,92,38,0.398,0.717,0.989125,21.08331587301588,630.65,38.33,0,192,1709139891.9865222
1,6,7,38,81,0.601,0.792,1.0,22.08331587301588,307.18,81.8,0,200,1709140507.1925778
3,9,5,81,208,0.49033333333333334,0.726,0.9544814814814815,23.03779735449736,22.01,208.47,0,208,1709141122.4361186
2,8,9,208,160,0.6525000000000001,0.782,0.9684513888888889,24.006248743386248,163.82,160.73,0,216,1709141737.7286005
