replica,cpu,heap,previous_tps,instant_tps,cpu_usage,memory_usage,reward,sum_reward,response_time,num_request,num_failures,expected_tps,timestamp
1,4,6,0,24,0.257,0.883,0.96425,0.96425,27.68,24.07,0,24,1708445426.391371
2,6,8,24,24,0.1375,0.8394999999999999,0.9229166666666667,1.8871666666666669,20.6,24.0,0,24,1708446041.6233284
3,6,4,24,32,0.143,0.7526666666666667,0.9238333333333333,2.811,21.55,32.2,0,32,1708446656.85477
3,5,7,32,32,0.13033333333333333,0.7513333333333333,0.9260666666666667,3.7370666666666668,21.72,32.13,0,32,1708447272.0899665
3,7,5,32,40,0.139,0.7296666666666667,0.9198571428571429,4.65692380952381,19.48,40.0,0,40,1708447895.5700881
2,7,6,40,32,0.1765,0.7304999999999999,0.9252142857142858,5.582138095238095,20.65,32.2,0,32,1708448510.8083274
3,5,7,32,32,0.12766666666666668,0.7716666666666668,0.9255333333333333,6.507671428571428,25.08,32.0,0,32,1708449126.0283504
2,9,6,32,24,0.138,0.7310000000000001,0.9153333333333333,7.423004761904762,19.97,24.33,0,24,1708449749.4952917
1,9,4,24,40,0.28,0.724,0.9311111111111111,8.354115873015873,20.21,40.07,0,40,1708450364.7284596
1,7,8,40,40,0.282,0.727,0.9311607142857143,9.285276587301588,19.09,40.0,0,40,1708450979.9486015
2,9,6,40,40,0.1755,0.6935,0.9195,10.204776587301588,19.29,40.0,0,40,1708451595.1676471
1,6,4,40,40,0.26,0.666,0.9433333333333334,11.148109920634921,22.77,40.07,0,40,1708452210.3868685
2,9,9,40,48,0.1965,0.7264999999999999,0.9025555555555556,12.050665476190476,19.77,48.13,0,48,1708452825.617698
2,7,6,48,40,0.21100000000000002,0.7184999999999999,0.9301428571428572,12.980808333333332,19.65,40.0,0,40,1708453440.863443
1,8,6,40,32,0.206,0.675,0.92575,13.906558333333333,18.23,32.0,0,32,1708454056.1078248
1,9,4,32,24,0.159,0.701,0.9176666666666667,14.824225,19.14,24.07,0,24,1708454671.3187828
2,8,8,24,56,0.22749999999999998,0.783,0.9263125,15.7505375,20.53,56.2,0,56,1708455286.538825
3,4,5,56,48,0.205,0.7083333333333334,0.95125,16.701787500000002,30.22,48.67,0,48,1708455901.7888105
1,9,7,48,40,0.254,0.698,0.927936507936508,17.62972400793651,19.83,40.0,0,40,1708456626.2985625
1,6,9,40,40,0.253,0.805,0.9316111111111112,18.56133511904762,27.79,40.4,0,40,1708457241.5364344
1,7,8,40,40,0.269,0.814,0.9384285714285714,19.49976369047619,19.79,40.07,0,40,1708457856.7590444
1,9,5,40,32,0.245,0.701,0.9272222222222222,20.426985912698413,19.96,32.13,0,32,1708458471.9724383
2,7,9,32,32,0.1625,0.831,0.915547619047619,21.34253353174603,20.83,32.0,0,32,1708459087.1914265
2,8,8,32,40,0.16699999999999998,0.831,0.920875,22.26340853174603,19.05,40.4,0,40,1708459702.4083912
2,4,9,40,25,0.24250000000000002,0.876,0.6753583333333334,22.938766865079362,186.83,25.87,0,40,1708460317.6467838
3,8,7,25,40,0.13899999999999998,0.738,0.917375,23.856141865079362,19.89,40.0,0,40,1708460932.861808
2,7,8,40,40,0.1995,0.7344999999999999,0.9203125,24.776454365079363,21.54,40.13,0,40,1708461548.0889933
2,8,6,40,40,0.198,0.6975,0.92475,25.701204365079363,19.31,40.13,0,40,1708462163.3235185
